,MSSubClass,LotArea,LotShape,Neighborhood,NeighborhoodN,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,X1stFlrSF,X2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageArea,SalePrice
1107,20,10357,IR1,SawyerW,16,1Story,7,1990,1991,0,Gd,PConc,Gd,GLQ,738,172,910,Gd,1442,0,1442,1,2,0,Gd,6,1,TA,1990,Fin,719,12.10015642
1108,60,23257,IR3,Gilbert,19,2Story,7,2006,2006,0,Gd,PConc,Ex,Unf,0,868,868,Ex,887,1134,2021,0,2,1,Gd,9,1,Gd,2006,RFn,422,12.52352588
1109,60,8063,Reg,Gilbert,19,2Story,6,2000,2000,0,TA,PConc,Gd,Unf,0,924,924,Ex,948,742,1690,0,2,1,TA,7,1,TA,2000,RFn,463,12.10625231
1110,20,11362,IR1,NridgHt,10,1Story,8,2004,2005,42,Gd,PConc,Ex,GLQ,1039,797,1836,Ex,1836,0,1836,1,2,0,Gd,7,1,Gd,2004,Fin,862,12.54254488
1111,60,8000,Reg,Gilbert,19,2Story,6,1995,1996,0,TA,PConc,Gd,GLQ,219,554,773,Gd,773,885,1658,1,2,1,TA,8,1,TA,1995,Fin,431,12.14419724
1112,60,10480,Reg,NWAmes,6,2Story,7,1976,1976,660,TA,CBlock,TA,ALQ,403,400,803,TA,1098,866,1964,0,2,1,TA,8,1,Gd,1976,RFn,483,12.23076526
1113,20,7100,IR1,NAmes,11,1Story,5,1957,1957,0,TA,CBlock,TA,GLQ,708,108,816,TA,816,0,816,1,1,0,TA,5,0,NA,1957,Unf,308,11.7745202
1114,20,8923,Reg,NAmes,11,1Story,5,1953,2006,0,TA,CBlock,TA,BLQ,643,365,1008,Gd,1008,0,1008,1,1,0,Gd,6,0,NA,1953,Unf,240,11.80931948
1115,20,5400,Reg,OldTown,7,1Story,5,1954,2000,0,TA,CBlock,TA,Rec,415,418,833,Ex,833,0,833,0,1,0,Gd,4,0,NA,1955,Unf,326,11.66992921
1116,20,12085,Reg,NridgHt,10,1Story,8,2007,2007,328,Gd,PConc,Ex,GLQ,1004,730,1734,Ex,1734,0,1734,1,2,0,Ex,7,1,Gd,2007,RFn,928,12.66980666
1117,80,7750,Reg,Gilbert,19,SLvl,8,2002,2002,0,Gd,PConc,Gd,GLQ,353,55,408,Ex,779,640,1419,1,2,1,Gd,7,1,TA,2002,Fin,527,12.12323437
1118,20,9764,IR1,Sawyer,9,1Story,5,1967,2003,0,TA,CBlock,TA,BLQ,702,192,894,Ex,894,0,894,1,1,0,Gd,5,0,NA,1967,RFn,450,11.77528973
1119,80,13825,Reg,Sawyer,9,SLvl,5,1958,1987,0,TA,CBlock,TA,Unf,0,533,533,TA,1021,580,1601,0,1,0,TA,6,0,NA,1958,RFn,300,11.8493977
1120,20,7560,Reg,NAmes,11,1Story,5,1959,1959,0,TA,CBlock,TA,LwQ,369,671,1040,TA,1040,0,1040,0,1,0,TA,6,0,NA,1959,RFn,286,11.80335376
1121,30,8263,Reg,IDOTRR,13,1Story,6,1920,1950,0,TA,BrkTil,TA,Unf,0,1012,1012,TA,1012,0,1012,0,1,0,TA,6,1,Gd,1920,Unf,308,11.681824
1122,20,10084,Reg,CollgCr,1,1Story,7,2005,2006,196,Gd,PConc,Gd,GLQ,24,1528,1552,Ex,1552,0,1552,0,2,0,Gd,7,0,NA,2005,RFn,782,12.26857785
1123,20,8926,IR1,Edwards,18,1Story,4,1956,1956,0,TA,CBlock,TA,Unf,0,672,672,Ex,960,0,960,0,1,0,TA,5,0,NA,1956,Unf,288,11.62625415
1124,20,9405,Reg,Edwards,18,1Story,5,1947,2008,0,TA,CBlock,TA,Unf,0,698,698,Ex,698,0,698,0,1,0,TA,4,0,NA,NA,NA,0,11.6784399
1125,80,9125,IR1,Gilbert,19,SLvl,7,1992,1992,170,TA,PConc,Gd,Unf,0,384,384,Gd,812,670,1482,0,2,1,Gd,7,1,TA,1992,Fin,392,12.00701176
1126,20,10434,Reg,NAmes,11,1Story,4,1955,1955,0,TA,CBlock,TA,Unf,0,1005,1005,TA,1005,0,1005,0,1,0,Fa,5,1,TA,1977,Unf,672,11.65268741
1127,120,3684,Reg,Blmngtn,22,1Story,7,2007,2007,130,Gd,PConc,Gd,Unf,0,1373,1373,Ex,1555,0,1555,0,2,0,Gd,7,1,TA,2007,Fin,660,12.06681058
1128,20,14572,IR3,Gilbert,19,1Story,7,2004,2004,0,Gd,PConc,Gd,GLQ,1300,230,1530,Ex,1530,0,1530,1,2,0,Gd,7,1,Gd,2004,Fin,630,12.46458334
1129,60,11796,IR1,Gilbert,19,2Story,7,2004,2005,0,Gd,PConc,Gd,Unf,0,847,847,Ex,847,1112,1959,0,2,1,Gd,8,1,Gd,2004,Fin,434,12.27839331
1130,90,7200,Reg,OldTown,7,SFoyer,5,1980,1980,180,TA,CBlock,Gd,GLQ,936,0,936,TA,936,0,936,1,1,0,TA,4,0,NA,1980,Unf,672,11.8493977
1131,50,7804,Reg,SWISU,24,1.5Fin,4,1928,1950,0,TA,BrkTil,TA,BLQ,622,500,1122,TA,1328,653,1981,1,2,0,Gd,7,1,TA,1981,Unf,576,11.81303006
1132,20,10712,Reg,Mitchel,4,1Story,5,1991,1992,0,TA,PConc,Gd,BLQ,212,762,974,TA,974,0,974,0,1,0,TA,5,0,NA,NA,NA,0,11.44571672
1133,70,9900,Reg,OldTown,7,2Story,6,1880,1950,0,TA,BrkTil,TA,Unf,0,1008,1008,TA,1178,1032,2210,0,2,0,Fa,8,0,NA,1930,Unf,205,11.67419361
1134,60,9828,IR1,SawyerW,16,2Story,8,1995,1995,0,Gd,PConc,Gd,GLQ,584,544,1128,Ex,1142,878,2020,0,2,1,Gd,8,1,TA,1995,RFn,466,12.3863087
1135,60,8773,IR1,Gilbert,19,2Story,6,1997,1997,0,TA,PConc,Gd,Unf,0,916,916,Gd,916,684,1600,0,2,1,TA,7,1,TA,1997,Fin,460,12.03765399
1136,30,6180,Reg,BrkSide,8,1Story,6,1926,1950,0,TA,BrkTil,TA,Unf,0,960,960,TA,986,0,986,0,1,0,TA,5,1,Gd,1926,Unf,180,11.53272809
1137,50,9600,Reg,NAmes,11,1.5Fin,6,1950,1950,0,TA,CBlock,TA,BLQ,280,752,1032,TA,1032,220,1252,0,1,0,TA,6,0,NA,1950,Unf,288,11.68687877
1138,50,6342,Reg,Sawyer,9,1.5Fin,5,1875,1996,0,TA,CBlock,TA,Unf,0,780,780,Gd,780,240,1020,0,1,0,TA,6,0,NA,NA,NA,0,11.45105006
1139,20,9819,IR1,Mitchel,4,1Story,6,1977,1977,0,TA,PConc,TA,ALQ,1567,0,1567,TA,1567,0,1567,1,2,0,Gd,5,1,TA,1977,RFn,714,12.18586994
1140,30,8731,IR1,BrkSide,8,1Story,5,1920,1950,0,TA,BrkTil,TA,BLQ,645,270,915,TA,1167,0,1167,0,1,0,TA,6,1,Gd,1972,Unf,495,11.87756858
1141,20,7350,Reg,NAmes,11,1Story,5,1951,1951,0,TA,CBlock,TA,ALQ,852,100,952,TA,952,0,952,1,1,0,TA,4,0,NA,1988,Unf,840,11.84222921
1142,60,10304,IR1,NWAmes,6,2Story,5,1976,1976,44,TA,CBlock,TA,ALQ,381,399,780,Ex,1088,780,1868,1,2,1,Gd,9,1,TA,1976,Unf,484,12.19349386
1144,20,9000,Reg,Sawyer,9,1Story,5,1959,1959,0,TA,CBlock,TA,GLQ,288,718,1006,TA,1006,0,1006,0,1,0,TA,5,0,NA,NA,NA,0,11.28978191
1145,190,12180,Reg,Edwards,18,1.5Fin,4,1941,1950,0,TA,BrkTil,Gd,BLQ,348,324,672,Fa,672,252,924,1,1,0,Fa,5,0,NA,1941,Unf,280,11.28978191
1146,50,6240,Reg,BrkSide,8,1.5Fin,5,1928,1950,0,TA,BrkTil,TA,Unf,0,1042,1042,Ex,1042,534,1576,0,1,0,TA,8,1,Gd,1928,Unf,225,11.91170158
1147,20,11200,Reg,SawyerW,16,1Story,6,1985,1985,85,Gd,CBlock,Gd,GLQ,1258,40,1298,TA,1298,0,1298,1,2,0,Gd,5,1,TA,1985,Unf,403,12.10071213
1148,70,12000,Reg,Crawfor,3,2Story,7,1941,1950,0,TA,CBlock,TA,Rec,275,429,704,Ex,860,704,1564,0,1,1,Fa,7,1,Gd,1941,Unf,234,12.06968002
1149,50,5700,Reg,OldTown,7,1.5Fin,7,1926,1950,0,TA,PConc,TA,Unf,0,572,572,TA,572,539,1111,0,1,0,TA,5,1,Gd,1982,Unf,288,11.66907415
1150,70,9000,Reg,OldTown,7,2Story,7,1920,1988,0,TA,PConc,TA,ALQ,624,26,650,Ex,832,650,1482,0,1,0,TA,7,0,NA,1930,Unf,324,11.87059991
1151,20,8280,IR1,NAmes,11,1Story,6,1950,1950,0,TA,CBlock,TA,Unf,0,932,932,Ex,932,0,932,0,1,0,Gd,4,1,Gd,1950,Unf,306,11.72803684
1152,20,17755,Reg,Edwards,18,1Story,5,1959,1959,132,TA,CBlock,TA,BLQ,176,1290,1466,TA,1466,0,1466,0,1,1,Fa,6,1,Gd,1959,Fin,528,11.91772368
1153,20,14115,IR1,Crawfor,3,1Story,6,1956,2004,0,TA,PConc,TA,ALQ,296,230,1073,Ex,1811,0,1811,0,1,0,Ex,6,1,Gd,1956,Fin,470,12.34583459
1154,30,5890,Reg,IDOTRR,13,1Story,6,1930,2007,0,Gd,BrkTil,TA,ALQ,538,278,816,Ex,816,0,816,0,1,0,TA,5,0,NA,2002,Unf,432,11.69940503
1155,60,13700,IR1,NAmes,11,2Story,7,1965,1988,288,TA,CBlock,TA,ALQ,454,410,864,TA,902,918,1820,0,1,2,Gd,8,1,Gd,1965,Unf,492,12.21503239
1156,20,10768,IR1,Veenker,2,1Story,5,1976,2004,0,Gd,CBlock,Gd,ALQ,1157,280,1437,TA,1437,0,1437,1,2,0,Gd,6,1,Fa,1976,RFn,528,12.29225034
1157,80,9350,Reg,NAmes,11,SLvl,5,1965,1999,0,TA,PConc,TA,ALQ,633,586,1219,Gd,1265,0,1265,0,2,0,Gd,6,1,Gd,1965,RFn,502,12.10015642
1158,120,5001,IR1,NridgHt,10,1Story,7,2007,2008,166,Gd,PConc,Gd,GLQ,904,410,1314,Ex,1314,0,1314,1,2,0,Gd,6,1,Gd,2008,RFn,626,12.34583459
1159,20,11932,Reg,Somerst,5,1Story,8,2007,2008,186,Gd,PConc,Gd,Unf,0,1580,1580,Ex,1580,0,1580,0,2,0,Gd,7,0,NA,2008,RFn,830,12.36788533
1160,60,9120,Reg,NWAmes,6,2Story,6,1974,1974,270,Gd,CBlock,TA,ALQ,442,459,901,TA,943,933,1876,0,2,1,Gd,8,1,TA,1974,RFn,540,12.1281111
1161,160,2280,Reg,NPkVill,20,2Story,6,1978,1978,0,TA,CBlock,Gd,ALQ,311,544,855,Fa,855,601,1456,0,2,1,TA,7,1,TA,1978,Unf,440,11.8913619
1162,20,14778,IR1,Crawfor,3,1Story,6,1954,2006,72,Gd,CBlock,TA,BLQ,728,568,1296,Ex,1640,0,1640,1,1,0,Gd,7,1,Gd,1993,Unf,924,12.31940133
1163,20,8724,Reg,Sawyer,9,1Story,5,1968,1968,0,TA,CBlock,Gd,BLQ,492,402,894,Gd,894,0,894,0,1,0,TA,5,1,Po,1968,Fin,450,11.76756768
1164,90,12900,Reg,Sawyer,9,SFoyer,4,1969,1969,0,TA,CBlock,Gd,GLQ,1198,0,1198,TA,1258,0,1258,2,0,2,TA,6,0,NA,1969,Unf,400,11.59872694
1165,80,16157,IR1,Veenker,2,SLvl,5,1978,1978,0,TA,PConc,Gd,ALQ,680,289,1360,Ex,1432,0,1432,1,1,1,Gd,5,1,TA,1978,Unf,588,12.17561344
1166,20,9541,IR1,NridgHt,10,1Story,7,2009,2009,268,Gd,PConc,Gd,Unf,0,1502,1502,Ex,1502,0,1502,0,2,0,Gd,7,0,NA,2009,RFn,644,12.35952308
1167,20,10475,IR1,CollgCr,1,1Story,8,2008,2008,72,Gd,PConc,Gd,Unf,0,1694,1694,Ex,1694,0,1694,0,2,0,Gd,7,0,NA,2008,RFn,776,12.41044104
1168,60,10852,IR1,Gilbert,19,2Story,6,2000,2000,0,TA,PConc,Gd,GLQ,786,173,959,Ex,959,712,1671,1,2,1,TA,7,1,TA,2000,Fin,472,12.06104687
1169,70,13728,Reg,Edwards,18,2Story,6,1935,1986,0,TA,CBlock,TA,Rec,626,501,1127,Ex,1236,872,2108,0,2,0,Gd,7,1,TA,1935,Unf,540,12.36734079
1171,80,9880,Reg,Mitchel,4,SLvl,6,1977,1977,0,TA,CBlock,TA,ALQ,522,574,1096,TA,1118,0,1118,1,1,0,TA,6,1,Po,1977,Fin,358,12.04941884
1172,20,9120,Reg,NAmes,11,1Story,6,1958,1958,0,TA,CBlock,TA,ALQ,662,599,1261,Ex,1261,0,1261,1,1,0,TA,6,1,TA,1958,RFn,433,12.00150548
1173,160,4017,IR1,Somerst,5,2Story,7,2006,2007,0,Gd,PConc,Gd,Unf,0,625,625,Ex,625,625,1250,0,2,1,Gd,5,0,NA,2006,Fin,625,12.05466819
1174,50,18030,IR1,ClearCr,15,1.5Fin,5,1946,1994,0,TA,CBlock,TA,Rec,152,977,1598,TA,1636,971,3086,0,3,0,Ex,12,1,Gd,NA,NA,0,12.20856953
1175,70,16560,IR1,Crawfor,3,2Story,6,1932,1950,0,TA,BrkTil,Gd,Rec,503,449,952,TA,1170,1175,2345,0,2,1,TA,9,1,Gd,1932,Unf,360,12.38421883
1176,50,10678,Reg,NoRidge,3,1.5Fin,8,1992,2000,337,Gd,PConc,Gd,GLQ,700,983,1683,Ex,2129,743,2872,0,2,1,Gd,9,1,TA,1992,Fin,541,12.56024446
1177,20,6951,IR1,Mitchel,4,1Story,5,1984,1985,0,TA,CBlock,TA,ALQ,658,218,876,TA,923,0,923,1,1,0,TA,5,0,NA,1984,Unf,264,11.69107165
1178,50,3950,Reg,OldTown,7,1.5Fin,6,1926,2004,0,TA,CBlock,TA,Rec,468,350,818,TA,818,406,1224,0,1,0,TA,5,0,NA,1926,Unf,210,11.65268741
1179,50,7681,IR1,Crawfor,3,1.5Fin,5,1921,1950,0,TA,BrkTil,TA,Unf,0,731,731,Ex,820,523,1343,0,1,1,TA,7,1,Gd,1921,Unf,186,11.95053503
1180,20,8335,Reg,Edwards,18,1Story,5,1954,1954,0,TA,Slab,NA,NA,0,0,0,Gd,1124,0,1124,0,1,0,TA,5,1,Gd,NA,NA,0,11.44035477
1181,60,11170,IR2,Timber,17,2Story,7,1990,1991,0,TA,Wood,Gd,LwQ,1216,0,1216,Ex,1298,1216,2514,0,2,1,TA,8,0,NA,1990,Fin,693,12.4292162
1182,120,5587,IR1,Crawfor,3,1Story,8,2008,2008,186,Ex,PConc,Ex,GLQ,1480,120,1600,Ex,1652,0,1652,1,2,0,Gd,5,1,Gd,2008,Fin,482,12.88029182
1184,30,10800,Reg,OldTown,7,1Story,5,1920,1950,0,TA,BrkTil,TA,Rec,821,299,1120,Ex,1130,0,1130,1,1,0,TA,5,1,Gd,1970,Unf,720,11.69524702
1185,20,35133,Reg,Timber,17,1Story,5,1963,1963,226,TA,CBlock,TA,Rec,1159,413,1572,Gd,1572,0,1572,1,1,1,TA,5,1,TA,1963,RFn,995,12.13725833
1186,50,9738,Reg,Edwards,18,1.5Fin,5,1924,1950,0,TA,BrkTil,TA,BLQ,392,392,784,Gd,949,272,1221,1,1,0,TA,7,0,NA,1965,Unf,392,11.56076279
1187,190,10615,IR1,OldTown,7,2Story,3,1900,1970,0,TA,CBlock,Fa,BLQ,440,538,978,TA,1014,685,1699,1,2,0,TA,7,0,NA,1920,Unf,420,11.46163217
1188,20,12461,Reg,NoRidge,3,1Story,8,1994,1995,0,Gd,PConc,Gd,GLQ,1456,168,1624,Ex,1624,0,1624,1,2,0,Gd,5,1,Fa,1994,RFn,757,12.47609978
1189,60,8935,IR1,CollgCr,1,2Story,7,2002,2002,95,Gd,PConc,Gd,Unf,0,831,831,Ex,831,829,1660,0,2,1,Gd,7,0,NA,2002,RFn,493,12.18075484
1190,60,7500,Reg,Gilbert,19,2Story,7,1999,1999,0,TA,PConc,TA,Unf,0,994,994,Gd,1028,776,1804,0,2,1,Gd,7,1,TA,1999,Fin,442,12.14950229
1191,190,32463,Reg,Mitchel,4,1Story,4,1961,1975,149,TA,CBlock,TA,BLQ,1159,90,1249,Ex,1622,0,1622,1,1,0,TA,7,1,TA,1975,Fin,1356,12.03171926
1192,160,2645,Reg,Somerst,5,2Story,8,1999,2000,456,Gd,PConc,Gd,Unf,0,776,776,Ex,764,677,1441,0,2,1,Gd,5,0,NA,1999,Unf,492,12.06681058
1193,50,9600,Reg,OldTown,7,1.5Fin,5,1925,1994,0,TA,PConc,TA,Unf,0,702,702,Gd,842,630,1472,0,1,0,Gd,6,0,NA,1925,Unf,250,11.73606902
1194,120,4500,Reg,Mitchel,4,1Story,6,1999,1999,425,TA,PConc,Ex,GLQ,883,341,1224,Ex,1224,0,1224,1,2,0,TA,5,0,NA,1999,Fin,402,12.01370075
1195,60,9364,Reg,Sawyer,9,2Story,6,1969,1969,143,TA,CBlock,TA,ALQ,371,292,663,TA,663,689,1352,0,1,1,TA,7,0,NA,1969,Fin,299,11.97035031
1196,60,8029,IR1,Gilbert,19,2Story,6,2005,2005,0,TA,PConc,Gd,Unf,0,728,728,Ex,728,728,1456,0,2,1,Gd,8,0,NA,2005,Fin,400,12.07823927
1197,60,14054,IR1,Gilbert,19,2Story,7,2006,2006,0,Gd,PConc,Gd,Unf,0,879,879,Ex,879,984,1863,0,2,1,Gd,9,1,Gd,2006,Fin,660,12.29778545
1198,75,8850,IR1,OldTown,7,2.5Unf,7,1916,1950,0,TA,BrkTil,TA,Unf,0,815,815,Ex,815,875,1690,0,1,0,TA,7,1,Gd,1916,Unf,225,11.87756858
1199,20,9100,Reg,CollgCr,1,1Story,7,2001,2001,0,Gd,PConc,Gd,Unf,0,1212,1212,Ex,1212,0,1212,0,2,0,Gd,6,0,NA,2001,RFn,573,12.08953883
1200,20,11235,Reg,Sawyer,9,1Story,4,1963,1979,51,TA,CBlock,TA,Rec,547,504,1051,Gd,1382,0,1382,0,1,1,TA,6,1,Po,1974,Unf,459,11.90496755
1201,20,9353,Reg,NAmes,11,1Story,4,1970,1970,0,TA,CBlock,TA,Unf,0,864,864,Gd,864,0,864,0,1,0,TA,5,0,NA,1972,Unf,280,11.66177641
1202,60,10400,Reg,CollgCr,1,2Story,7,1998,1998,0,TA,PConc,Gd,Unf,0,866,866,Ex,866,913,1779,0,2,1,Gd,6,0,NA,1998,RFn,546,12.19551713
1203,50,6000,Reg,BrkSide,8,1.5Fin,5,1925,1997,0,TA,BrkTil,TA,Unf,0,884,884,Ex,884,464,1348,1,1,0,TA,5,1,Fa,1960,Unf,216,11.66992921
1204,20,9750,Reg,CollgCr,1,1Story,7,2000,2001,171,Gd,PConc,Gd,Unf,0,1630,1630,Ex,1630,0,1630,0,2,0,Gd,6,1,TA,2000,Unf,451,12.26904744
1205,20,10140,Reg,NWAmes,6,1Story,5,1975,1975,0,TA,CBlock,Gd,ALQ,788,268,1056,Ex,1074,0,1074,1,1,1,TA,6,0,NA,1975,RFn,495,11.94145585
1206,20,14684,IR1,SawyerW,16,1Story,7,1990,1991,234,Gd,CBlock,Gd,ALQ,485,1496,2158,Gd,2196,0,2196,0,2,0,Gd,7,1,TA,1990,RFn,701,12.51318963
1207,20,8900,Reg,SawyerW,16,1Story,4,1966,1966,0,TA,CBlock,TA,Rec,1056,0,1056,TA,1056,0,1056,1,1,0,TA,5,0,NA,1966,Unf,384,11.58058411
1208,20,9135,Reg,CollgCr,1,1Story,6,2003,2003,120,Gd,PConc,Gd,GLQ,340,1342,1682,Ex,1700,0,1700,1,2,0,Gd,7,0,NA,2003,RFn,544,12.20607265
1209,20,7763,Reg,NAmes,11,1Story,5,1962,1980,0,TA,CBlock,TA,Rec,504,319,931,TA,1283,0,1283,1,1,0,TA,6,0,NA,1980,Unf,506,11.8493977
1210,20,10182,IR1,Somerst,5,1Story,8,2006,2006,420,Gd,PConc,Ex,GLQ,1220,440,1660,Ex,1660,0,1660,1,2,0,Gd,8,1,Gd,2006,RFn,500,12.5776362
1211,60,11218,Reg,SawyerW,16,2Story,6,1992,1992,0,Gd,PConc,Gd,Unf,0,1055,1055,Ex,1055,790,1845,0,2,1,Gd,8,1,TA,1992,RFn,462,12.14950229
1212,50,12134,IR1,Gilbert,19,1.5Fin,8,1988,2005,0,Gd,Wood,Gd,GLQ,427,132,559,Gd,1080,672,1752,0,2,0,TA,8,0,NA,1988,RFn,492,12.00762171
1213,30,9340,Reg,Edwards,18,1Story,4,1941,1950,0,TA,CBlock,TA,Rec,344,328,672,TA,672,0,672,1,1,0,TA,4,0,NA,1941,Unf,234,11.6351431
1214,80,10246,IR1,Sawyer,9,SLvl,4,1965,2001,0,TA,CBlock,TA,GLQ,648,0,648,Ex,960,0,960,1,0,0,TA,3,0,NA,1965,Unf,364,11.88448902
1215,85,10205,IR1,NAmes,11,SFoyer,5,1962,1962,0,TA,CBlock,TA,BLQ,784,141,925,TA,999,0,999,1,1,0,TA,6,0,NA,1962,Unf,300,11.80931948
1216,20,7094,IR1,Sawyer,9,1Story,5,1966,1966,0,TA,CBlock,TA,Rec,180,340,894,TA,894,0,894,0,1,0,TA,5,0,NA,1966,RFn,384,11.73606902
1217,90,8930,Reg,Sawyer,9,1.5Fin,6,1978,1978,0,TA,Slab,NA,NA,0,0,0,TA,1318,584,1902,0,2,0,TA,8,0,NA,1978,Unf,539,11.62625415
1218,20,8640,Reg,Somerst,5,1Story,8,2009,2009,72,Gd,PConc,Gd,GLQ,936,364,1300,Ex,1314,0,1314,1,2,0,Gd,6,0,NA,2009,RFn,552,12.34346657
1219,50,6240,Reg,BrkSide,8,1.5Fin,4,1947,1950,0,TA,Slab,NA,NA,0,0,0,Gd,672,240,912,0,1,0,TA,3,0,NA,NA,NA,0,11.29601246
1220,160,1680,Reg,BrDale,23,2Story,6,1971,1971,236,TA,CBlock,TA,Unf,0,672,672,TA,672,546,1218,0,1,1,TA,7,0,NA,NA,NA,0,11.42409425
1221,20,7800,IR1,NAmes,11,1Story,5,1964,1964,0,TA,CBlock,TA,Rec,312,0,912,TA,912,0,912,0,1,0,TA,5,0,NA,1964,Unf,288,11.65268741
1222,20,8250,Reg,Sawyer,9,1Story,5,1968,1968,0,TA,CBlock,TA,BLQ,250,210,952,Ex,1211,0,1211,0,1,0,TA,5,1,TA,1968,Unf,322,11.80559508
1223,50,10496,Reg,NAmes,11,1.5Fin,6,1949,1950,320,TA,CBlock,TA,Rec,196,844,1040,Ex,1168,678,1846,0,2,0,TA,7,1,Gd,1949,Unf,315,11.87059991
1224,20,10680,Reg,NAmes,11,1Story,5,1951,1951,44,TA,CBlock,TA,LwQ,756,1380,2136,TA,2136,0,2136,0,2,0,TA,7,0,NA,1951,Unf,528,11.83428406
1225,60,15384,IR1,Gilbert,19,2Story,7,2004,2005,0,Gd,PConc,Gd,GLQ,724,64,788,Ex,788,702,1490,1,2,1,Gd,8,1,Gd,2004,Fin,388,12.12269104
1226,80,10482,Reg,NAmes,11,SLvl,6,1958,1958,63,TA,CBlock,TA,GLQ,507,81,588,Ex,1138,0,1138,0,1,0,TA,6,0,NA,1958,RFn,264,11.88448902
1227,60,14598,IR1,Somerst,5,2Story,6,2007,2007,74,Gd,PConc,Gd,Unf,0,894,894,Ex,894,1039,1933,0,2,1,Gd,9,1,Gd,2007,Fin,668,12.27373129
1228,20,8872,Reg,NAmes,11,1Story,5,1965,2008,300,TA,CBlock,TA,ALQ,595,317,912,Ex,912,0,912,1,1,0,Gd,5,0,NA,1992,Unf,576,11.89818787
1229,120,8769,Reg,NridgHt,10,1Story,9,2008,2008,766,Ex,PConc,Ex,GLQ,1540,162,1702,Ex,1702,0,1702,1,1,1,Ex,7,1,Gd,2008,Fin,1052,12.8139179
1230,80,7910,Reg,NAmes,11,SLvl,5,1960,1960,0,TA,CBlock,TA,ALQ,666,409,1075,Gd,1507,0,1507,0,2,0,TA,7,0,NA,1960,Unf,404,11.75194237
1231,90,18890,IR1,Sawyer,9,1.5Fin,5,1977,1977,1,TA,CBlock,Gd,GLQ,498,652,1361,Ex,1361,1259,2620,0,2,2,TA,12,1,TA,1977,RFn,600,12.15477935
1232,90,7728,Reg,NAmes,11,SLvl,5,1962,1962,120,TA,CBlock,TA,ALQ,803,303,1106,TA,1190,0,1190,1,1,0,TA,6,0,NA,1962,Unf,540,11.79433792
1233,90,9842,Reg,NAmes,11,1Story,4,1962,1962,0,TA,Slab,NA,NA,0,0,0,TA,1224,0,1224,0,2,0,TA,6,0,NA,1962,Unf,462,11.53076538
1234,20,12160,IR1,NAmes,11,1Story,5,1959,1959,180,TA,CBlock,TA,Rec,1000,188,1188,Fa,1188,0,1188,1,1,0,TA,6,0,NA,1959,RFn,531,11.86358234
1235,70,8525,Reg,SWISU,24,2Story,5,1911,1950,0,TA,PConc,TA,Unf,0,940,940,TA,1024,940,1964,0,1,1,TA,7,0,NA,NA,NA,0,11.77528973
1236,70,13132,Reg,Crawfor,3,2Story,5,1914,1950,0,TA,BrkTil,Gd,Unf,0,747,747,Gd,892,892,1784,0,1,1,TA,9,0,NA,1914,Unf,180,11.84141593
1237,160,2628,Reg,NridgHt,10,2Story,7,2003,2003,106,Gd,PConc,Gd,Unf,0,764,764,Ex,764,862,1626,0,2,1,Gd,6,0,NA,2003,RFn,474,12.07539432
1238,60,12393,IR2,CollgCr,1,2Story,7,2004,2005,0,Gd,PConc,Gd,Unf,0,847,847,Ex,847,1101,1948,0,2,1,Gd,8,1,Gd,2004,Fin,434,12.18075484
1239,20,13072,Reg,SawyerW,16,1Story,6,2005,2005,0,Gd,PConc,Gd,Unf,0,1141,1141,Ex,1141,0,1141,0,1,1,TA,6,0,NA,2005,Unf,484,11.86709728
1240,20,9037,IR1,Timber,17,1Story,8,2006,2006,32,Gd,PConc,Gd,GLQ,428,1048,1476,Ex,1484,0,1484,0,2,0,Ex,6,1,Gd,2006,RFn,472,12.49087558
1241,60,8158,Reg,CollgCr,1,2Story,7,2003,2003,252,Gd,PConc,Gd,GLQ,550,334,884,Ex,884,884,1768,1,2,1,Gd,8,0,NA,2003,RFn,543,12.32341114
1242,20,9849,Reg,Somerst,5,1Story,7,2007,2007,0,Gd,PConc,Gd,Unf,0,1689,1689,Ex,1689,0,1689,0,2,0,Gd,7,0,NA,2007,RFn,954,12.42250573
1243,85,10625,Reg,NWAmes,6,SFoyer,7,1974,1974,81,TA,CBlock,Gd,GLQ,885,0,1053,TA,1173,0,1173,1,2,0,Gd,6,1,TA,1974,RFn,528,12.04355372
1245,70,11435,IR1,Crawfor,3,2Story,8,1929,1950,0,TA,PConc,Gd,Unf,0,792,792,Fa,792,725,1517,0,1,0,Gd,7,1,Gd,1931,Unf,400,12.34583459
1246,80,12090,Reg,NWAmes,6,SLvl,6,1984,2003,74,TA,CBlock,Gd,Unf,0,585,585,Ex,1140,728,1868,0,3,1,TA,7,1,TA,1984,Fin,477,12.08953883
1247,60,8125,Reg,Somerst,5,2Story,7,2005,2006,0,Gd,PConc,Gd,Unf,0,756,756,Ex,756,797,1553,0,2,1,Gd,6,0,NA,2005,RFn,615,12.13618652
1248,80,12328,IR1,Mitchel,4,SLvl,6,1976,1976,335,TA,CBlock,TA,GLQ,539,473,1012,TA,1034,0,1034,1,1,0,TA,6,0,NA,1976,Unf,888,12.04296531
